Unique_ID,task2_pred,task2_maxprob,task2_entropy,task2_p_normal,task2_p_anxiety,task2_p_depression,task2_p_suicidal
47,1,0.9171781401284351,0.36048504967909417,0.035737169684991736,0.9171781401284351,0.04093395497356122,0.006150735213011941
48,1,0.9616450428670829,0.19068144480738256,0.028809535030358234,0.9616450428670829,0.003969080559850025,0.005576341542708934
49,1,0.9347845934447747,0.30631137820072607,0.017503968650054588,0.9347845934447747,0.035350749838690146,0.012360688066480515
50,1,0.9901322957568517,0.06277388369067691,0.007330252267049272,0.9901322957568517,0.0013280766810610705,0.001209375295038202
51,1,0.9327617161563534,0.29994747381154807,0.04423007340359112,0.9327617161563534,0.019207021528125662,0.0038011889119298338
52,1,0.9832608767062729,0.1005320216853435,0.008167161852757983,0.9832608767062729,0.007136649488189807,0.0014353119527792482
53,1,0.9999527233136623,0.0005689884228353941,1.5592590579669813e-05,0.9999527233136623,1.1736130324548102e-05,1.994796543342416e-05
54,1,0.9880291005034653,0.07587366569919371,0.006910744278928217,0.9880291005034653,0.0037944952402937395,0.0012656599773127634
55,1,0.9884417893624108,0.07345806578129935,0.0014491270242078405,0.9884417893624108,0.00721866214474902,0.002890421468632366
56,1,0.9131399840405746,0.38110187145412394,0.026406838686613227,0.9131399840405746,0.046601170912108913,0.013852006360703077
57,1,0.8909137364891524,0.4001368781219606,0.09349964492219641,0.8909137364891524,0.008083545636129185,0.0075030729525221215
58,1,0.8470533833733067,0.4885999753129235,0.13718456218797617,0.8470533833733067,0.010447651231020054,0.00531440320769702
59,0,0.5661502205578319,1.0966863980427566,0.5661502205578319,0.25768624016732283,0.072398569334936,0.10376496993990934
60,1,0.999731679004534,0.0027243442195269284,0.00016518716475412458,0.999731679004534,4.572149132665254e-05,5.74123393853351e-05
61,1,0.46159026323109137,0.9831583776134897,0.45277232452758764,0.46159026323109137,0.05263970403542687,0.03299770820589405
62,1,0.6805954433419364,0.8982017220615187,0.21669739080213746,0.6805954433419364,0.05072831480375389,0.05197885105217218
63,0,0.6285366115083331,0.9531481554799222,0.6285366115083331,0.21300277962947736,0.1474585277074683,0.011002081154721276
64,1,0.7081736981737355,0.8598895785426912,0.19240901949575004,0.7081736981737355,0.0499332194682445,0.04948406286227001
65,0,0.8659400056888727,0.4431684657560135,0.8659400056888727,0.12182506158123961,0.007452369380328688,0.004782563349558988
66,0,0.6593444533927841,0.9737815424371408,0.6593444533927841,0.19413904011891656,0.08542505665119786,0.06109144983710132
67,1,0.9999973169136412,3.982614867039192e-05,5.494898356642173e-07,0.9999973169136412,1.4156324991231746e-06,7.179640239977245e-07
68,1,0.9527211651489426,0.22811958991522138,0.03314393771260325,0.9527211651489426,0.009617409277388508,0.004517487861065716
69,1,0.9912990097553763,0.05855041017629167,0.003767274822913306,0.9912990097553763,0.0038040516108583974,0.0011296638108518474
70,0,0.5170735312937839,1.1520151346687901,0.5170735312937839,0.2749341861541123,0.14275875192392454,0.06523353062817928
71,1,0.997381230518369,0.020664080372954873,0.0015190065894573673,0.997381230518369,0.00036446814377387676,0.0007352947483996609
72,1,0.978288857268848,0.12757377627846872,0.004653492599256621,0.978288857268848,0.009686679454324677,0.007370970677570635
73,0,0.45917529204564367,1.0215708589019763,0.45917529204564367,0.3906012532083206,0.1478439878922904,0.002379466853745471
74,1,0.8862987078574011,0.4645451428290403,0.0352806754639616,0.8862987078574011,0.06222433012340078,0.0161962865552366
75,1,0.8346047775463099,0.5384660888417054,0.1392935646273266,0.8346047775463099,0.011240116998795388,0.014861540827567982
76,1,0.8698033268570644,0.5223525885163272,0.05899855429786575,0.8698033268570644,0.024636036797125213,0.04656208204794464
77,1,0.9947111745369841,0.0374809580594278,0.0035841225228394158,0.9947111745369841,0.0009977497933066992,0.0007069531468699655
78,1,0.999955297865764,0.0005403611981302598,1.2110437074511974e-05,0.999955297865764,1.2794998593938954e-05,1.9796698567669475e-05
79,0,0.751713017970621,0.790460652527562,0.751713017970621,0.14806351114710573,0.06851061234285202,0.03171285853942124
80,1,0.9539978151942425,0.21297428719069905,0.03811295089231072,0.9539978151942425,0.0047010465888938585,0.003188187324553042
81,1,0.998062347904803,0.015787533189592893,0.0011176263406253762,0.998062347904803,0.0006424156898963462,0.00017761006467548608
82,1,0.7966322697784032,0.5650207826794768,0.18884202709716272,0.7966322697784032,0.0031975647761232793,0.01132813834831096
83,1,0.7833250403315569,0.68246263817786,0.15810176379242974,0.7833250403315569,0.015021979613531534,0.0435512162624818
84,1,0.968686759012504,0.16563611582840004,0.021372037891648092,0.968686759012504,0.004260531993922183,0.0056806711019256875
85,0,0.7103096285955909,0.7970743736170441,0.7103096285955909,0.22639235993088716,0.02674223325126207,0.03655577822226
86,1,0.9709274461535246,0.16159364621473993,0.014714853055056815,0.9709274461535246,0.007460630105132494,0.006897070686286225
87,1,0.9899694297721922,0.06336524480177357,0.007205922174273874,0.9899694297721922,0.0023613986442979178,0.00046324940923621116
89,1,0.9975690787724724,0.01884074206353084,0.0017629632684092952,0.9975690787724724,0.0005220552292203395,0.00014590272989810165
90,0,0.4902759051971852,0.9634777895154855,0.4902759051971852,0.4260707142848386,0.06610962256407724,0.017543757953898797
91,0,0.6426315292032192,0.9805976935616301,0.6426315292032192,0.21622215039075132,0.09535503374297477,0.04579128666305478
92,1,0.8248314415575033,0.5416672917887937,0.15204980482046213,0.8248314415575033,0.019894110180726978,0.003224643441307521
93,1,0.9972001733475448,0.022055792564530635,0.0004107002682595709,0.9972001733475448,0.0013540864108700216,0.0010350399733255135
94,1,0.5167448631578169,1.1864023148543439,0.24997026021484253,0.5167448631578169,0.1339028971700491,0.09938197945729145
95,1,0.90067256975251,0.391546381597326,0.0772363484263577,0.90067256975251,0.011301972490330036,0.010789109330802144
96,1,0.984242996375328,0.09304759445092183,0.010555016431358972,0.984242996375328,0.004519324644900181,0.0006826625484127935
97,1,0.8055307933875074,0.6874607748436599,0.10111744193316763,0.8055307933875074,0.061090653581366824,0.03226111109795815
98,0,0.4772263918575001,1.2228325826492785,0.4772263918575001,0.17255495629523926,0.08960702475839216,0.2606116270888684
99,1,0.36284586142285996,1.2517189203579926,0.3486689855838216,0.36284586142285996,0.22018915592796792,0.06829599706535058
100,1,0.9950109086024651,0.03540855193615015,0.0030731045490648102,0.9950109086024651,0.0017049595904795266,0.0002110272579904834
101,1,0.7637529564076808,0.7883930190966648,0.113493816890446,0.7637529564076808,0.08187705031316957,0.04087617638870363
102,1,0.9035570535778169,0.4043925851290238,0.06076022208648927,0.9035570535778169,0.013457900504750092,0.022224823830943718
103,1,0.9285603435029804,0.3239589563230203,0.03710321731843744,0.9285603435029804,0.027494183684611845,0.006842255493970194
104,1,0.9972220033663485,0.020903606999465425,0.002220807634421499,0.9972220033663485,0.0002893700681966543,0.00026781893103327783
105,1,0.6413147538454076,1.0385861656729864,0.13900079677222982,0.6413147538454076,0.08468246501699826,0.13500198436536434
106,1,0.9064940074851953,0.4010413346186347,0.029651031164614542,0.9064940074851953,0.051009568433275324,0.012845392916914833
107,1,0.9993800247555888,0.005817331143169013,0.00027509710749365745,0.9993800247555888,8.511758797854773e-05,0.000259760548938978
108,1,0.9685772169384637,0.16840735618625957,0.01493489716697886,0.9685772169384637,0.013990459003589776,0.002497426890967654
109,1,0.9889162467164605,0.0707573272970723,0.006989876722076277,0.9889162467164605,0.002826405438516788,0.00126747112294645
110,1,0.8880786357855468,0.3765430915936854,0.10625126730920653,0.8880786357855468,0.0038017459020123975,0.0018683510032342682
111,1,0.755697707353425,0.7902605043398616,0.14237008558354966,0.755697707353425,0.06188470700142403,0.040047500061601286
112,1,0.7377255580792671,0.818743917944122,0.10069832815028584,0.7377255580792671,0.1371332257795396,0.024442887990907613
113,1,0.6440363141121065,0.7640636077916866,0.3268182892177958,0.6440363141121065,0.024872205990113878,0.004273190679983822
114,1,0.9118147471731124,0.35377416855862287,0.06945602075014358,0.9118147471731124,0.014619773557400621,0.004109458519343262
115,1,0.9256306680729007,0.3211403855741858,0.051881318066924344,0.9256306680729007,0.018330969117075435,0.004157044743099594
116,1,0.9976756007014387,0.018541165605556232,0.0005542989889180794,0.9976756007014387,0.0014432182820382834,0.0003268820276052441
117,1,0.911709377913923,0.34956003192951396,0.07222266166102395,0.911709377913923,0.011982302285099496,0.0040856581399535885
118,1,0.9970320808296206,0.0231105762470573,0.0017072252083504844,0.9970320808296206,0.0007510136798536057,0.0005096802821754074
119,1,0.9999925495995425,0.00010053032609977255,2.340296954823554e-06,0.9999925495995425,5.014654610632953e-06,9.544889205281151e-08
120,1,0.8845932118091989,0.46136753649108153,0.05714739261021192,0.8845932118091989,0.05004026044197152,0.008219135138617661
121,1,0.9991427338877173,0.007834969714707474,0.0002063665339266784,0.9991427338877173,0.00032932273165081914,0.00032157684670527654
122,1,0.9717985935846486,0.15515561371898412,0.014582384523588158,0.9717985935846486,0.010610970908631352,0.003008050983131829
123,1,0.7440379640339758,0.7326781545719353,0.2046009577972407,0.7440379640339758,0.026572011033942047,0.024789067134841466
124,1,0.7845001221790746,0.5972156165842256,0.19617328414768007,0.7845001221790746,0.014350249030954184,0.004976344642291222
125,1,0.6777133700143748,0.9021824317615339,0.17304157009683366,0.6777133700143748,0.016118495516969467,0.13312656437182208
126,0,0.366362246309487,1.282349407122854,0.366362246309487,0.35580219533490864,0.12394000600943678,0.15389555234616759
127,1,0.5072251364874211,1.2083826039884649,0.22054319488200824,0.5072251364874211,0.09566212895949898,0.17656953967107167
128,1,0.6933635629269961,0.929049000203897,0.09732624096482928,0.6933635629269961,0.1538203040983806,0.05548989200979423
129,1,0.9898823227797277,0.06559276262278319,0.0056254736242081025,0.9898823227797277,0.0036940053289893594,0.0007981982670749353
130,1,0.8201741113596116,0.611170990686219,0.12800611361729922,0.8201741113596116,0.035787820597788234,0.01603195442530101
131,1,0.8194889633396776,0.6251601214633411,0.02392693920537035,0.8194889633396776,0.12223823105731703,0.034345866397635184
132,1,0.5807420485875441,1.0630223968754406,0.23775206023642134,0.5807420485875441,0.14116879682360053,0.04033709435243415
133,1,0.9810928911927004,0.1111642699720424,0.011797411142758115,0.9810928911927004,0.003915870849312672,0.003193826815228783
134,1,0.7855597142279079,0.7251963888241282,0.04559642977741445,0.7855597142279079,0.12707322279584812,0.04177063319882939
135,1,0.769107999875335,0.6428893825585495,0.2034793307348064,0.769107999875335,0.010860277044496483,0.0165523923453621
136,1,0.9910882148408191,0.05984072914096102,0.003698136793688062,0.9910882148408191,0.0039787950790198855,0.0012348532864728732
137,1,0.9960775951671598,0.029126619039205038,0.002378985138817847,0.9960775951671598,0.001174724158510088,0.00036869553551238763
138,1,0.9736625792676208,0.13602740812497893,0.022220215948219737,0.9736625792676208,0.002233485755889296,0.0018837190282703128
139,1,0.9437399249312367,0.26653909619970473,0.036569992535451096,0.9437399249312367,0.00893447119786996,0.010755611335442283
140,1,0.6739347263088827,0.7517491222758811,0.296174983622157,0.6739347263088827,0.01678641203065384,0.0131038780383064
141,1,0.9917048766398856,0.055934397378515854,0.0013948705811832752,0.9917048766398856,0.004887345111500377,0.0020129076674307534
142,1,0.9851609977654766,0.0896502324512767,0.009528599450744283,0.9851609977654766,0.001142115396135458,0.004168287387643708
143,1,0.9690546468890501,0.15551572150132836,0.025085549980294764,0.9690546468890501,0.004976181993178936,0.0008836211374762824
144,1,0.733554581715115,0.7646333644772327,0.1884574158487952,0.733554581715115,0.07085264955205171,0.007135352884037952
145,1,0.9996411774305869,0.003586252592237684,0.0001593459113150537,0.9996411774305869,0.00011880083353191821,8.067582456590077e-05
146,1,0.9744042255665676,0.1400855090358314,0.016909526930610142,0.9744042255665676,0.006751882442488391,0.001934365060333793
147,1,0.9898231809831605,0.06641541927604414,0.00615588682851998,0.9898231809831605,0.0018515984043245143,0.0021693337839949266
148,1,0.6086440127620668,1.0885417951875471,0.17253216001817703,0.6086440127620668,0.11991166199546908,0.09891216522428721
149,1,0.8066217825415718,0.6546253632838539,0.026157873684459664,0.8066217825415718,0.13136839126994837,0.035851952504020235
150,1,0.9994159641224306,0.00551922985746312,0.00017348324707298001,0.9994159641224306,0.00010331295825844169,0.00030723967223798127
151,1,0.9425385353377584,0.2800926892459288,0.028048591900611552,0.9425385353377584,0.015398383893001627,0.01401448886862815
152,1,0.9163385040756828,0.35694557449529746,0.05718591506949746,0.9163385040756828,0.017269003573090382,0.009206577281729135
153,1,0.8023574891186326,0.6563069810264893,0.14000613059642175,0.8023574891186326,0.027543208202667667,0.03009317208227793
154,1,0.863164262448097,0.4787329782487746,0.11171353861225461,0.863164262448097,0.01867035522314098,0.0064518437165074485
155,1,0.999955297865764,0.0005403611981302598,1.2110437074511974e-05,0.999955297865764,1.2794998593938954e-05,1.9796698567669475e-05
156,1,0.6617684636981751,0.7645795526568874,0.30660921718965944,0.6617684636981751,0.02167984916041876,0.00994246995174678
157,1,0.8596541010256957,0.5109478138566722,0.031942699461453304,0.8596541010256957,0.09978756055548439,0.008615638957366691
158,1,0.999892475642668,0.0011807671867951858,1.7806274791610292e-05,0.999892475642668,7.346363240843477e-05,1.6254450131678222e-05
159,0,0.37794806375542034,1.2927235061948898,0.37794806375542034,0.14129578642817636,0.147473245572033,0.33328290424437035
160,1,0.9901216777231456,0.05930363015944297,0.008896817616190338,0.9901216777231456,0.0005783101370034844,0.0004031945236607378
161,1,0.9700441190787474,0.16057342004598382,0.01988317694858522,0.9700441190787474,0.004245896078902617,0.005826807893764634
162,1,0.7882654087724145,0.6139784902651468,0.18478693553763673,0.7882654087724145,0.0181428688190329,0.008804786870915751
163,1,0.9973066911243219,0.021231412015618033,0.0013259517832382515,0.9973066911243219,0.00031577045768470887,0.001051586634755223
164,1,0.8535316689674036,0.5733289862610268,0.05196792990213652,0.8535316689674036,0.06084333304850071,0.03365706808195921
165,1,0.9588574585852313,0.21425478249932678,0.013733762098109732,0.9588574585852313,0.019470479920411527,0.007938299396247454
166,1,0.9787885991560659,0.11573559596091955,0.01721359488526544,0.9787885991560659,0.002192652388124514,0.0018051535705441476
167,1,0.5807420485875441,1.0630223968754406,0.23775206023642134,0.5807420485875441,0.14116879682360053,0.04033709435243415
168,1,0.9999370473138685,0.0007385295808346418,2.5977781843986568e-05,0.9999370473138685,1.297406808571303e-05,2.400083620184342e-05
169,1,0.9669192052533112,0.17657182750999947,0.015346683913391713,0.9669192052533112,0.0144921547322275,0.003241956101069454
170,1,0.5924123330925519,1.117613753188683,0.10372840188261677,0.5924123330925519,0.15693673383327056,0.1469225311915608
171,1,0.9705798111175618,0.1601642052206544,0.011768398306826999,0.9705798111175618,0.014897963615952962,0.002753826959658444
172,1,0.9528109221287651,0.21878159736794958,0.03826608193177241,0.9528109221287651,0.005849946957508456,0.003073048981954058
173,1,0.9866621502839013,0.08273016754150657,0.008351802927902168,0.9866621502839013,0.0034434778305733795,0.0015425689576231995
174,1,0.9153351506402507,0.36624076265014094,0.05436202977501091,0.9153351506402507,0.015162556947793593,0.015140262636944813
175,1,0.9227653896884016,0.3438337496839954,0.008178912972253496,0.9227653896884016,0.02607898768608858,0.04297670965325639
176,2,0.426602649201408,1.1797203678563326,0.30981367899377754,0.22933975603969003,0.426602649201408,0.0342439157651245
177,1,0.8357311750472953,0.5961191852031716,0.09716036843013513,0.8357311750472953,0.04977171486269422,0.017336741659875168
178,1,0.9816478157510712,0.10543039699912705,0.013197382498910802,0.9816478157510712,0.0037910955335391516,0.001363706216478963
179,1,0.8150609738408221,0.5601017413341405,0.1632841356034048,0.8150609738408221,0.008535662346947316,0.013119228208825636
180,1,0.7797853469982357,0.6153700229446561,0.19617190878561752,0.7797853469982357,0.01906518143735815,0.0049775627787886495
181,1,0.9996852299912583,0.003194591361893737,8.993561239239747e-05,0.9996852299912583,0.00012912339325636197,9.57110030927967e-05
182,1,0.9882887201027117,0.0708855601467147,0.009350041958866701,0.9882887201027117,0.001817525082713383,0.0005437128557082143
183,1,0.9961403071742749,0.028801572871402836,0.0023695336501925743,0.9961403071742749,0.0004664200462642242,0.0010237391292680584
184,1,0.964915481458127,0.17484396993712337,0.0278099787964665,0.964915481458127,0.004241187974088322,0.003033351771318211
185,1,0.9709447957214535,0.15617556763388227,0.019680827243041415,0.9709447957214535,0.005097150576124842,0.004277226459380163
186,1,0.9725559822535341,0.14107338053975893,0.022724057651929704,0.9725559822535341,0.003464250522810835,0.0012557095717252798
187,1,0.9337608478424255,0.26622358034220733,0.060740419919104366,0.9337608478424255,0.0037020630219319972,0.0017966692165381948
188,1,0.5780329860373319,0.8843689240963696,0.36249605509369737,0.5780329860373319,0.04597268899210845,0.013498269876862317
189,1,0.9917401237583183,0.05107035315919783,0.0007543079622670853,0.9917401237583183,0.007363740806692913,0.00014182747272172122
190,1,0.7682477036309934,0.704653749732918,0.17773933918064377,0.7682477036309934,0.027111878825515447,0.026901078362847324
191,0,0.4810244625202269,0.9282967465133103,0.4810244625202269,0.4543080681686008,0.020956300941134914,0.04371116837003741
192,1,0.9968552804259627,0.024430323812405064,0.0016811982605573952,0.9968552804259627,0.0006235336466413685,0.0008399876668384959
193,1,0.5595276904717884,0.8399697992426769,0.4016969234535229,0.5595276904717884,0.028237737823004396,0.01053764825168441
194,1,0.9068205405659937,0.3883845129059103,0.06255795072471727,0.9068205405659937,0.010293138983410987,0.0203283697258778
195,1,0.8425573850116305,0.5898027631591338,0.022702416086575798,0.8425573850116305,0.08358805789339954,0.05115214100839403
196,1,0.566340410735962,0.8588688592768144,0.38887738123443694,0.566340410735962,0.025901386479386824,0.018880821550214193
197,1,0.6572178463428783,0.8157573717669064,0.29420600251529777,0.6572178463428783,0.028257754051445955,0.02031839709037792
198,1,0.9265234746074862,0.3262700685668702,0.04878463015347612,0.9265234746074862,0.014238654537681724,0.01045324070135611
199,1,0.9406096297838743,0.2628135816505945,0.04657485647360031,0.9406096297838743,0.010149146146651874,0.0026663675958734194
200,1,0.9179515111325197,0.34347269964151206,0.061132329035844,0.9179515111325197,0.014170251402806066,0.0067459084288300514
201,1,0.9990802585400517,0.008356545362413259,0.00032657779190377307,0.9990802585400517,0.0003240146985802378,0.00026914896946429696
202,1,0.8090163765351113,0.6034601995177409,0.15123206624488073,0.8090163765351113,0.032989400437700454,0.00676215678230768
203,1,0.8758707105653899,0.4918588153102254,0.07375883903367167,0.8758707105653899,0.032149161554894244,0.018221288846044206
204,1,0.840546546672936,0.5945221595954953,0.0887192091979581,0.840546546672936,0.045213480560437634,0.02552076356866811
205,0,0.5529155937748256,1.1543455717107605,0.5529155937748256,0.21977539707501825,0.10552904353607079,0.12177996561408545
206,1,0.9723044273610117,0.14090637110896695,0.022983165091496546,0.9723044273610117,0.004192763203810483,0.000519644343681467
207,1,0.9904570732073205,0.06360614881872273,0.004275238041604509,0.9904570732073205,0.0037613415960105413,0.001506347155064352
208,1,0.9581597843653485,0.21513149993186542,0.02184911568726963,0.9581597843653485,0.013736073235726684,0.006255026711655266
209,1,0.7062690705705638,0.7316396078879575,0.256085903129163,0.7062690705705638,0.03317500365619397,0.004470022644079351
210,1,0.7697415771538635,0.6213455229490465,0.2101522608923881,0.7697415771538635,0.012060057047244395,0.00804610490650411
211,1,0.8918117412869025,0.4200106631532712,0.0810507697462355,0.8918117412869025,0.01924302087021523,0.007894468096646703
212,1,0.8100471574832164,0.5849096363516967,0.15558685035530853,0.8100471574832164,0.03187000845349306,0.0024959837079818973
213,1,0.9785784569214405,0.12390117029923309,0.009744558272666492,0.9785784569214405,0.009498432865431164,0.002178551940461742
214,1,0.5602281302125175,1.0473554709777346,0.30303907361236354,0.5602281302125175,0.08827147836674701,0.04846131780837185
215,1,0.9950757406416947,0.03604227691422417,0.0020286500142015786,0.9950757406416947,0.0021718103008135183,0.0007237990432902192
216,1,0.6492069373554308,0.8140257520728201,0.30536524297022916,0.6492069373554308,0.019009684176311808,0.026418135498028322
217,1,0.8662494990311294,0.46620786508184975,0.11234211956377048,0.8662494990311294,0.013795666136802246,0.00761271526829781
218,1,0.5202780877875974,1.0801062641783026,0.32612972149361413,0.5202780877875974,0.11461796590471979,0.0389742248140686
219,1,0.9986093000350978,0.012047555440004505,0.0005286712171395134,0.9986093000350978,0.0003615125201141655,0.000500516227648635
220,1,0.9300023787139597,0.3131581234159496,0.04503272089408822,0.9300023787139597,0.018826905101061723,0.006137995290890331
221,1,0.9810833739010124,0.1129202464860933,0.0078056444974032866,0.9810833739010124,0.008279751310923365,0.0028312302906608553
222,1,0.9174701555734305,0.3613395496665194,0.046261757082845176,0.9174701555734305,0.027693545747737417,0.008574541595986905
223,1,0.9691980966694548,0.1627226032028193,0.01699498401072371,0.9691980966694548,0.01263178502431208,0.001175134295509434
224,1,0.9306722230104133,0.3128364433809122,0.04242416451861325,0.9306722230104133,0.020607936714342075,0.006295675756631492
225,1,0.8605720872342613,0.5054158874196488,0.10451425385977714,0.8605720872342613,0.02196110352839605,0.012952555377565496
226,1,0.685690878659516,0.8293573638656495,0.2462759847744479,0.685690878659516,0.021790428893344975,0.04624270767269114
227,1,0.9661341360335075,0.17900046391238483,0.01964682752496708,0.9661341360335075,0.010633291101439216,0.0035857453400861975
228,1,0.8425573850116305,0.5898027631591338,0.022702416086575798,0.8425573850116305,0.08358805789339954,0.05115214100839403
229,1,0.8335818402709366,0.594191945141371,0.06100011516143813,0.8335818402709366,0.09468917610888902,0.010728868458736428
230,1,0.8656817932630917,0.5204781742473144,0.01662459057199507,0.8656817932630917,0.07732153827234302,0.04037207789257024
231,0,0.2744878357741516,1.384536352124945,0.2744878357741516,0.24477972418920313,0.23406779554140936,0.24666464449523592
232,1,0.7329599506075045,0.7798183950108657,0.16779928482643788,0.7329599506075045,0.09299156344108539,0.006249201124972078
233,1,0.7792305175051104,0.7648702092292536,0.09463066476700847,0.7792305175051104,0.05433923656296673,0.07179958116491442
234,1,0.9786140255383025,0.12029232812514262,0.004097873867082235,0.9786140255383025,0.015155096634348839,0.002133003960266325
235,1,0.9980709699998679,0.01569120909295104,0.0010879257798420785,0.9980709699998679,0.0006971908375832625,0.0001439133827067065
236,1,0.8590641770032994,0.4911090386759739,0.11482429679823034,0.8590641770032994,0.01698095919546681,0.009130567003003484
